Postagem,Funcionalidade,Tipo,Sentimento,Intenção,Facetas de Usabilidade,Facetas de UX
Mt bommm pra saber quantas calorias ja comeu!!,Quantidade de calorias comida,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Melhor app para dieta flexível,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Fantastica Melhor App de sempre,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Adoro esta aplicação, já uso ha mais de um ano e é um excelente aliado",,Elogio,Positiva,Reflexiva,Satisfação,"Afeto, Engajamento, Motivação; Satisfação"
Bacana!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"A ideia é otima, mas quando fui cadastrar no email ou no facebook nao funcionou em nenhum, nem consegui usar",Cadastro do usuário,Elogio / Crítica,Neutra,Reflexiva,Eficácia,Frustração
MT bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom para keep track das alimentação,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Biblioteca vasta de alimentos,Biblioteca,Elogio,Positiva,Comportamental,Utilidade,
Eu queria saber em quem confiar pois alguns apps dizem que peito 100g de peito de frango da 36g de proteína e outros dizem que dão 7g não estou entendendo,,Ajuda,Neutra,Reflexiva,,Confiança
"O aplicativo simplesmente não me deixa criar um conta, já instalei e desinstalei mil vezes",Cadastro do usuário,Crítica,Negativa,Reflexiva,Eficácia,Frustração
Não dá certo nem registrando com o Facebook,,Crítica,Negativa,Comportamental,Eficácia,Frustração
"Lamentável, pois foi muito bem recomendado",,Crítica,Negativa,Reflexiva,,"Frustração, Confiança"
Consigo controlar o que e quanto como! Esta sendo otimo,,Elogio,Positiva,Reflexiva,"Eficácia, Satisfação",Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ideal para equilibrar alimentação,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
É muito interessante as dicas que prepararam para os grupos de,Dicas para os grupos,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Funcional,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Auxilia bastante a saber quanto está consumindo de cada macro por dia,Consumo de macro por dia,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Versão Premium é muito mais completa e não é tão cara,Versão premium,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Vale a pena,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Pra se orientar pelos macros é otimo! Só nãoé mto certo na contagem de calorias,Contagem de calorias,Elogio / Crítica,Neutra,Reflexiva,Eficácia / Satisfação,"Satisfação, Motivação"
"Versão paga, top demais, ótimo pra calcular os macro e micronutrientes",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Achei muito bom o aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Gostei, os outros aplicativos tem que pagar até agora esse não pediu pra pagar",,Elogio / Comparação,Positiva,Reflexiva,Satisfação,Satisfação
É é satisfatório,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Já uso a algum tempo e tem me ajudado a perder massa gorda e a ganhar massa muscular,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Ótimo para controlar seus objetivos,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Aplicativo fácil de usar, com uma base de recursos grande e ótimo para monitorar os ganhos e a dieta",Base de recursos grande,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação","Satisfação, Motivação"
Ótimo contador de calorias,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Amando!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, incrível!!!!! Seria legal se desse para adicionar o horário da refeição!!!!",Adicionar horário da refeição,Elogio / Sugestão,Positiva,Reflexiva,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Amei , recomendo",,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Excelente e prático, recomendo",,Elogio,Positiva,Reflexiva,"Satisfação, Aprendizado",Satisfação
Show de bola,,Elogio,Positiva,Visceral,Satisfação,Satisfação
App muito bom!!! Me ajuda muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Cuidado com os dados informados neste App, pois recebi email com aviso de violação de dados",Violação de dados,Crítica,Negativa,Reflexiva,Segurança,
Precisa ser mais especifico,,Crítica,Negativa,Reflexiva,Eficiência,
Gostaria de saber pq os macros não batem com os valores nutricionais,Macros não batem com valores nutricionais,Ajuda,Neutra,Comportamental,Eficácia,
É um erro do aplicativo ou eu que não estou sabendo interpretar?,,Ajuda,Neutra,Reflexiva,Eficácia,Frustração
Ótimo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito eficiente,,Elogio,Positiva,Reflexiva,Eficiência,
Aplicativo muito bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Bastante completo em termos de alimentos disponíveis, mas a interface é bem menos compreensível ao usuário que outros aplicativos semelhantes",Alimentos disponíveis / Interface não compreensível,Elogio / Comparação,Neutra,Reflexiva,"Eficácia, Aprendizado",Estética
Optei por usála pela conexão com os aplicativos da Garmin,Conexão com aplicativos da Garmin,Elogio,Neutra,Reflexiva,,Motivação
maravilhoso,,Elogio,Positiva,Visceral,Satisfação,Satisfação
LIXOOOOOO,,Crítica,Negativa,Visceral,,Frustração
"Então esperava que tivesse dicas e avisos sobre as refeições alertas, sobre água ingerida",Dicas e avisos sobre as refeições e água ingerida,Sugestão,Neutra,Reflexiva,Utilidade,Confiança
Não consigo sincronização com outro app até o momento,Sincronização com outro app,Crítica,Negativa,Reflexiva,Eficácia,
Mas estou gostando mas tem bastante coisa a melhorar,,Elogio / Crítica,Neutra,Reflexiva,Satisfação,Satisfação / Confiança
Muito bom aplicativo fácil de usar e recomendo,,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação",Satisfação
Pramim até nesse momento está servindo,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Gostei muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
so que tem travado de vez enquando,App travando,Crítica,Negativa,Reflexiva,Eficiência,Frustração
"Este app nos ajuda na contagem de calorias, no esclarecimento sobre a composição dos alimentos auxiliando nos em uma vida mais saudável e no processo de emagrecimento","Contagem de calorias, Esclarecimento sobre a composição dos alimentos",Elogio,Neutra,Reflexiva,"Utilidade, Satisfação",Satisfação
"Super indicado para quem quer mudar de vida, principalmente caminhando lado a lado com a Dieta Flexível",,Elogio,Positiva,Reflexiva,,Motivação
Está me ajudando muito!,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom para quem tá precisando alcançar uma meta de perca de peso,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Simplesmente não consigo me cadastrar, diz email invalido e com o Facebook também não consigo, não sei o que fazer",Cadastro do usuário,Crítica,Negativa,Reflexiva,Eficácia,Frustração
N consigo registrar o progresso d peso,Progresso de peso,Crítica,Negativa,Comportamental,Eficácia,
Trava toda vez em seguida da MSG de erro,App travando,Crítica,Negativa,Comportamental,Eficácia,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou gostando pois controlo mais o que como,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O app no geral é bom mais tem detalhes que precisam de grande melhora,,Elogio / Crítica,Neutra,Reflexiva,Utilidade,
"O app e bastante coerente com o que se propõe, mais offline deixa um pouco a desejar",,Elogio / Crítica,Neutra,Reflexiva,Eficácia,
Muito bom para o que pretende acompanhamento de refeições em calorias ajuda muito,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Ótimo, tem tudo o que preciso e dá pra linkar a outro app que faz monitoramento de treino",Linkar a outro app,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Uma pena q é limitado,,Crítica,Negativa,Reflexiva,,Frustração
"Meu acompanhamento, minha auto ajuda! Muito bom!!",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Afeto"
Gosto consigo conciliar a alimentação com exercícios e é bem,,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
legal,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo app para rastreamento de calorias e nutrientes,Rastreamento de calorias e nutrientes,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
Muito bom e completo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Show,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"O aplicativo é excelente, auxilia muito a quem quer perder peso, de forma saudável e educativa",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
"Muito completa, a melhor que já utilizei",,Elogio,Positiva,Reflexiva,"Eficiência, Satisfação",Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito útil, eficiente !",,Elogio,Positiva,Reflexiva,"Utilidade, Eficiência",
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Estou amando , realmemte esta me ajudando muito",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito bom ajuda muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito boom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Fácil de usar e permite o acompanhamento de vários indicadores,Acompanhamento de vários indicadores,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação","Satisfação, Motivação"
"O app é bom, o ruim é porque o premium deveria ser gratuito, se fosse teria um crescimento nos download!",Conta premium,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Está ajudando a controlar a alimentação saudável!,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Sensacional,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito boa e facil de usar,,Elogio,Positiva,Reflexiva,"Aprendizado, Satisfação",Satisfação
Atende as minhas necessidades,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Fácil de usar,,Elogio,Positiva,Reflexiva,Aprendizado,
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Super prática e muito util,,Elogio,Positiva,Reflexiva,"Aprendizado, Utilidade, Satisfação",Satisfação
Dá para associar a várias aplicações para melhor monitorizar os resultados!,Associar a várias aplicações,Elogio,Neutra,Comportamental,Utilidade,
"Estou amando esse app,na primeira vez usei ele por 2 semanas e conseguui perder 5 kilos,voltei a usar novamente e pretendo perder bem mais",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Poderia ter opcao de montar as refeicoes cfme dieta e nao apenas as predefinidas (cafe, almoco, janta e lanche)",Montar refeições,Sugestão,Neutra,Reflexiva,Utilidade,
Adorei este aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
App muito bom para controle nutricional e acompanhamento de metas,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Recomendo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Gostei, mas sugiro incluir dados de queima calórica dos exercícios de fortalecimento",Dados de queima calórica dos exercícios de fortalecimento,Sugestão,Neutra,Reflexiva,Satisfação,Satisfação
Ajuda a ter ideia do se come,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Excelente aplicativo, principalmente para aqueles que estão seguindo a risca uma dieta nutricional, pois no catálogo tem informações nutricionais muito precisas com relação a quase todos os alimentos, industrializados ou não",Base de recursos grande,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou testando e gostando!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito útil,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhor,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Sensacional! Extremamente prático e ajuda muito no controle da alimentação,,Elogio,Positiva,Reflexiva,"Eficiência, Satisfação","Satisfação, Motivação"
Muito útil,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Aplicativo maravilhoso porém, faz alguns meses que não consigo registar meu peso sem que o App trave e feche",Registrar o peso,Elogio / Crítica,Neutra,Reflexiva,"Satisfação, Eficácia",Satisfação
Quando resolverem isso dou sem dúvidas 5 estrelas!,,Crítica,Negativa,Reflexiva,Eficácia,
"Otimo pra fazer controle alimentar, mesmo na versão gratuita",,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Ótimo App,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Nunca comentei em um app, mas esse é mto bom tive q deixar minha avaliação, pois com ele vc consegue ter uma ideia de quantas calorias vc esta consumindo diariamente, faz com que consiga se regrar direitinho é ótimo e recomendo",,Elogio,Positiva,Reflexiva,"Utilidade, Satisfação",Satisfação
Mto bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom o app!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo aplicativo para controlar macros,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Bom aplicativo gostei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Top de mais esse app!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Útil e simples,,Elogio,Positiva,Reflexiva,"Aprendizado, Utilidade, Satisfação",Satisfação
Booom porém falta mais precisão na hora de pesquisar os alimentos,Precisão na procura dos alimentos,Elogio / Crítica,Neutra,Reflexiva,Satisfação / Eficiência,Satisfação
Muito bom para dieta,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou gostandoo app me ajuda na no controle de calorias,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Gostei muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Adoro com o App consigo me organizar sem perder o foco,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Ótimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito útil! 100% funcional,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Est o gostando bastante,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Falta contabilizar os exercícios de fortalecimento,Contabilizar exercícios de fortalecimento,Sugestão,Neutra,Reflexiva,Utilidade,
Achei bem interessante e funcional,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Gostei, tem bastante produtos cadastrados",Base de recursos grande,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Pra ficar perfeito eu indicaria uma interface nova, mais clean",,Sugestão,Neutra,Reflexiva,,Estética
Maravilhoso,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Só na hr de criar alimentos que pode melhorar e na leitura do código de Barra tb , clico em ver progresso ele trava","Criar alimentos, Leitura do código de barra, progresso",Crítica,Negativa,Reflexiva,Eficiência,
Mt bom msm,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não consigo criar minha conta, a vários meses venho tentando e ele aponta erro no sistema",Cadastro do usuário,Crítica,Negativa,Reflexiva,Eficácia,Frustração
"App muito bom! traz uma maior segurança afim de alcançar meus resultados, e me poupa de ficar calculando minha dieta o tempo todo",,Elogio,Positiva,Reflexiva,Satisfação,"Confiança, Satisfação, Motivação"
Único porém acho q seria da parte q nem todos alimentos registrados possuem um valor nutricional correto,Alimentos com valor nutricional incorreto,Crítica,Negativa,Reflexiva,Eficácia,
